id,text,category
4994,This is a sample text for document 4994,Category_E
4995,This is a sample text for document 4995,Category_A
4996,This is a sample text for document 4996,Category_B
4997,This is a sample text for document 4997,Category_B
4998,This is a sample text for document 4998,Category_F
4999,This is a sample text for document 4999,Category_D
5000,This is a sample text for document 5000,Category_G
5001,This is a sample text for document 5001,Category_E
5002,This is a sample text for document 5002,Category_G
5003,This is a sample text for document 5003,Category_D
5004,This is a sample text for document 5004,Category_F
5005,This is a sample text for document 5005,Category_E
5006,This is a sample text for document 5006,Category_B
5007,This is a sample text for document 5007,Category_A
5008,This is a sample text for document 5008,Category_F
5009,This is a sample text for document 5009,Category_A
5010,This is a sample text for document 5010,Category_A
5011,This is a sample text for document 5011,Category_F
5012,This is a sample text for document 5012,Category_E
5013,This is a sample text for document 5013,Category_A
5014,This is a sample text for document 5014,Category_B
5015,This is a sample text for document 5015,Category_G
5016,This is a sample text for document 5016,Category_G
5017,This is a sample text for document 5017,Category_F
5018,This is a sample text for document 5018,Category_F
5019,This is a sample text for document 5019,Category_E
5020,This is a sample text for document 5020,Category_G
5021,This is a sample text for document 5021,Category_G
5022,This is a sample text for document 5022,Category_D
5023,This is a sample text for document 5023,Category_B
5024,This is a sample text for document 5024,Category_C
5025,This is a sample text for document 5025,Category_D
5026,This is a sample text for document 5026,Category_D
5027,This is a sample text for document 5027,Category_F
5028,This is a sample text for document 5028,Category_G
5029,This is a sample text for document 5029,Category_D
5030,This is a sample text for document 5030,Category_A
5031,This is a sample text for document 5031,Category_F
5032,This is a sample text for document 5032,Category_D
5033,This is a sample text for document 5033,Category_E
5034,This is a sample text for document 5034,Category_C
5035,This is a sample text for document 5035,Category_A
5036,This is a sample text for document 5036,Category_D
5037,This is a sample text for document 5037,Category_G
5038,This is a sample text for document 5038,Category_E
5039,This is a sample text for document 5039,Category_D
5040,This is a sample text for document 5040,Category_B
5041,This is a sample text for document 5041,Category_G
5042,This is a sample text for document 5042,Category_G
5043,This is a sample text for document 5043,Category_D
5044,This is a sample text for document 5044,Category_E
5045,This is a sample text for document 5045,Category_G
5046,This is a sample text for document 5046,Category_E
5047,This is a sample text for document 5047,Category_G
5048,This is a sample text for document 5048,Category_C
5049,This is a sample text for document 5049,Category_C
5050,This is a sample text for document 5050,Category_B
5051,This is a sample text for document 5051,Category_B
5052,This is a sample text for document 5052,Category_F
5053,This is a sample text for document 5053,Category_G
5054,This is a sample text for document 5054,Category_A
5055,This is a sample text for document 5055,Category_F
5056,This is a sample text for document 5056,Category_D
5057,This is a sample text for document 5057,Category_D
5058,This is a sample text for document 5058,Category_B
5059,This is a sample text for document 5059,Category_F
5060,This is a sample text for document 5060,Category_G
5061,This is a sample text for document 5061,Category_F
5062,This is a sample text for document 5062,Category_A
5063,This is a sample text for document 5063,Category_B
5064,This is a sample text for document 5064,Category_D
5065,This is a sample text for document 5065,Category_E
5066,This is a sample text for document 5066,Category_C
5067,This is a sample text for document 5067,Category_F
5068,This is a sample text for document 5068,Category_A
5069,This is a sample text for document 5069,Category_C
5070,This is a sample text for document 5070,Category_C
5071,This is a sample text for document 5071,Category_E
5072,This is a sample text for document 5072,Category_G
5073,This is a sample text for document 5073,Category_A
5074,This is a sample text for document 5074,Category_A
5075,This is a sample text for document 5075,Category_D
5076,This is a sample text for document 5076,Category_C
5077,This is a sample text for document 5077,Category_F
5078,This is a sample text for document 5078,Category_B
5079,This is a sample text for document 5079,Category_C
5080,This is a sample text for document 5080,Category_E
5081,This is a sample text for document 5081,Category_B
5082,This is a sample text for document 5082,Category_G
5083,This is a sample text for document 5083,Category_A
5084,This is a sample text for document 5084,Category_C
5085,This is a sample text for document 5085,Category_C
5086,This is a sample text for document 5086,Category_E
5087,This is a sample text for document 5087,Category_G
5088,This is a sample text for document 5088,Category_E
5089,This is a sample text for document 5089,Category_C
5090,This is a sample text for document 5090,Category_E
5091,This is a sample text for document 5091,Category_C
5092,This is a sample text for document 5092,Category_B
5093,This is a sample text for document 5093,Category_F
5094,This is a sample text for document 5094,Category_E
5095,This is a sample text for document 5095,Category_D
5096,This is a sample text for document 5096,Category_F
5097,This is a sample text for document 5097,Category_D
5098,This is a sample text for document 5098,Category_G
5099,This is a sample text for document 5099,Category_A
5100,This is a sample text for document 5100,Category_D
5101,This is a sample text for document 5101,Category_G
5102,This is a sample text for document 5102,Category_B
5103,This is a sample text for document 5103,Category_D
5104,This is a sample text for document 5104,Category_C
5105,This is a sample text for document 5105,Category_D
5106,This is a sample text for document 5106,Category_G
5107,This is a sample text for document 5107,Category_E
5108,This is a sample text for document 5108,Category_G
5109,This is a sample text for document 5109,Category_E
5110,This is a sample text for document 5110,Category_D
5111,This is a sample text for document 5111,Category_D
5112,This is a sample text for document 5112,Category_A
5113,This is a sample text for document 5113,Category_E
5114,This is a sample text for document 5114,Category_D
5115,This is a sample text for document 5115,Category_B
5116,This is a sample text for document 5116,Category_G
5117,This is a sample text for document 5117,Category_A
5118,This is a sample text for document 5118,Category_C
5119,This is a sample text for document 5119,Category_F
5120,This is a sample text for document 5120,Category_B
5121,This is a sample text for document 5121,Category_C
5122,This is a sample text for document 5122,Category_G
5123,This is a sample text for document 5123,Category_G
5124,This is a sample text for document 5124,Category_D
5125,This is a sample text for document 5125,Category_F
5126,This is a sample text for document 5126,Category_C
5127,This is a sample text for document 5127,Category_C
5128,This is a sample text for document 5128,Category_G
5129,This is a sample text for document 5129,Category_F
5130,This is a sample text for document 5130,Category_E
5131,This is a sample text for document 5131,Category_F
5132,This is a sample text for document 5132,Category_F
5133,This is a sample text for document 5133,Category_G
5134,This is a sample text for document 5134,Category_A
5135,This is a sample text for document 5135,Category_D
5136,This is a sample text for document 5136,Category_A
5137,This is a sample text for document 5137,Category_B
5138,This is a sample text for document 5138,Category_E
5139,This is a sample text for document 5139,Category_E
5140,This is a sample text for document 5140,Category_D
5141,This is a sample text for document 5141,Category_D
5142,This is a sample text for document 5142,Category_D
5143,This is a sample text for document 5143,Category_G
5144,This is a sample text for document 5144,Category_A
5145,This is a sample text for document 5145,Category_B
5146,This is a sample text for document 5146,Category_B
5147,This is a sample text for document 5147,Category_C
5148,This is a sample text for document 5148,Category_E
5149,This is a sample text for document 5149,Category_G
5150,This is a sample text for document 5150,Category_F
5151,This is a sample text for document 5151,Category_B
5152,This is a sample text for document 5152,Category_D
5153,This is a sample text for document 5153,Category_D
5154,This is a sample text for document 5154,Category_G
5155,This is a sample text for document 5155,Category_B
5156,This is a sample text for document 5156,Category_G
5157,This is a sample text for document 5157,Category_E
5158,This is a sample text for document 5158,Category_A
5159,This is a sample text for document 5159,Category_D
5160,This is a sample text for document 5160,Category_E
5161,This is a sample text for document 5161,Category_C
5162,This is a sample text for document 5162,Category_E
5163,This is a sample text for document 5163,Category_E
5164,This is a sample text for document 5164,Category_B
5165,This is a sample text for document 5165,Category_E
5166,This is a sample text for document 5166,Category_C
5167,This is a sample text for document 5167,Category_D
5168,This is a sample text for document 5168,Category_D
5169,This is a sample text for document 5169,Category_B
5170,This is a sample text for document 5170,Category_G
5171,This is a sample text for document 5171,Category_F
5172,This is a sample text for document 5172,Category_E
5173,This is a sample text for document 5173,Category_E
5174,This is a sample text for document 5174,Category_B
5175,This is a sample text for document 5175,Category_D
5176,This is a sample text for document 5176,Category_D
5177,This is a sample text for document 5177,Category_A
5178,This is a sample text for document 5178,Category_D
5179,This is a sample text for document 5179,Category_G
5180,This is a sample text for document 5180,Category_F
5181,This is a sample text for document 5181,Category_C
5182,This is a sample text for document 5182,Category_B
5183,This is a sample text for document 5183,Category_G
5184,This is a sample text for document 5184,Category_A
5185,This is a sample text for document 5185,Category_G
5186,This is a sample text for document 5186,Category_E
5187,This is a sample text for document 5187,Category_F
5188,This is a sample text for document 5188,Category_A
5189,This is a sample text for document 5189,Category_B
5190,This is a sample text for document 5190,Category_F
5191,This is a sample text for document 5191,Category_B
5192,This is a sample text for document 5192,Category_E
5193,This is a sample text for document 5193,Category_C
5194,This is a sample text for document 5194,Category_E
5195,This is a sample text for document 5195,Category_A
5196,This is a sample text for document 5196,Category_G
5197,This is a sample text for document 5197,Category_B
5198,This is a sample text for document 5198,Category_C
5199,This is a sample text for document 5199,Category_D
5200,This is a sample text for document 5200,Category_E
5201,This is a sample text for document 5201,Category_D
5202,This is a sample text for document 5202,Category_A
5203,This is a sample text for document 5203,Category_B
5204,This is a sample text for document 5204,Category_A
5205,This is a sample text for document 5205,Category_B
5206,This is a sample text for document 5206,Category_A
5207,This is a sample text for document 5207,Category_F
5208,This is a sample text for document 5208,Category_F
5209,This is a sample text for document 5209,Category_B
5210,This is a sample text for document 5210,Category_F
5211,This is a sample text for document 5211,Category_D
5212,This is a sample text for document 5212,Category_F
5213,This is a sample text for document 5213,Category_G
5214,This is a sample text for document 5214,Category_D
5215,This is a sample text for document 5215,Category_G
5216,This is a sample text for document 5216,Category_A
5217,This is a sample text for document 5217,Category_B
5218,This is a sample text for document 5218,Category_C
5219,This is a sample text for document 5219,Category_B
5220,This is a sample text for document 5220,Category_D
5221,This is a sample text for document 5221,Category_E
5222,This is a sample text for document 5222,Category_A
5223,This is a sample text for document 5223,Category_A
5224,This is a sample text for document 5224,Category_C
5225,This is a sample text for document 5225,Category_A
5226,This is a sample text for document 5226,Category_C
5227,This is a sample text for document 5227,Category_E
5228,This is a sample text for document 5228,Category_B
5229,This is a sample text for document 5229,Category_D
5230,This is a sample text for document 5230,Category_A
5231,This is a sample text for document 5231,Category_E
5232,This is a sample text for document 5232,Category_E
5233,This is a sample text for document 5233,Category_A
5234,This is a sample text for document 5234,Category_C
5235,This is a sample text for document 5235,Category_A
5236,This is a sample text for document 5236,Category_F
5237,This is a sample text for document 5237,Category_C
5238,This is a sample text for document 5238,Category_C
5239,This is a sample text for document 5239,Category_A
5240,This is a sample text for document 5240,Category_F
5241,This is a sample text for document 5241,Category_B
5242,This is a sample text for document 5242,Category_B
5243,This is a sample text for document 5243,Category_D
5244,This is a sample text for document 5244,Category_D
5245,This is a sample text for document 5245,Category_F
5246,This is a sample text for document 5246,Category_C
5247,This is a sample text for document 5247,Category_B
5248,This is a sample text for document 5248,Category_G
5249,This is a sample text for document 5249,Category_C
5250,This is a sample text for document 5250,Category_C
5251,This is a sample text for document 5251,Category_A
5252,This is a sample text for document 5252,Category_B
5253,This is a sample text for document 5253,Category_E
5254,This is a sample text for document 5254,Category_C
5255,This is a sample text for document 5255,Category_D
5256,This is a sample text for document 5256,Category_D
5257,This is a sample text for document 5257,Category_D
5258,This is a sample text for document 5258,Category_B
5259,This is a sample text for document 5259,Category_D
5260,This is a sample text for document 5260,Category_D
5261,This is a sample text for document 5261,Category_B
5262,This is a sample text for document 5262,Category_F
5263,This is a sample text for document 5263,Category_C
5264,This is a sample text for document 5264,Category_C
5265,This is a sample text for document 5265,Category_C
5266,This is a sample text for document 5266,Category_E
5267,This is a sample text for document 5267,Category_F
5268,This is a sample text for document 5268,Category_E
5269,This is a sample text for document 5269,Category_C
5270,This is a sample text for document 5270,Category_E
5271,This is a sample text for document 5271,Category_A
5272,This is a sample text for document 5272,Category_D
5273,This is a sample text for document 5273,Category_E
5274,This is a sample text for document 5274,Category_F
5275,This is a sample text for document 5275,Category_F
5276,This is a sample text for document 5276,Category_F
5277,This is a sample text for document 5277,Category_C
5278,This is a sample text for document 5278,Category_A
5279,This is a sample text for document 5279,Category_C
5280,This is a sample text for document 5280,Category_C
5281,This is a sample text for document 5281,Category_E
5282,This is a sample text for document 5282,Category_C
5283,This is a sample text for document 5283,Category_B
5284,This is a sample text for document 5284,Category_D
5285,This is a sample text for document 5285,Category_E
5286,This is a sample text for document 5286,Category_A
5287,This is a sample text for document 5287,Category_D
5288,This is a sample text for document 5288,Category_B
5289,This is a sample text for document 5289,Category_G
5290,This is a sample text for document 5290,Category_C
5291,This is a sample text for document 5291,Category_D
5292,This is a sample text for document 5292,Category_E
5293,This is a sample text for document 5293,Category_A
5294,This is a sample text for document 5294,Category_B
5295,This is a sample text for document 5295,Category_C
5296,This is a sample text for document 5296,Category_F
5297,This is a sample text for document 5297,Category_G
5298,This is a sample text for document 5298,Category_F
5299,This is a sample text for document 5299,Category_D
5300,This is a sample text for document 5300,Category_B
5301,This is a sample text for document 5301,Category_E
5302,This is a sample text for document 5302,Category_F
5303,This is a sample text for document 5303,Category_E
5304,This is a sample text for document 5304,Category_E
5305,This is a sample text for document 5305,Category_D
5306,This is a sample text for document 5306,Category_B
5307,This is a sample text for document 5307,Category_D
5308,This is a sample text for document 5308,Category_A
5309,This is a sample text for document 5309,Category_C
5310,This is a sample text for document 5310,Category_D
5311,This is a sample text for document 5311,Category_D
5312,This is a sample text for document 5312,Category_A
5313,This is a sample text for document 5313,Category_G
5314,This is a sample text for document 5314,Category_G
5315,This is a sample text for document 5315,Category_B
5316,This is a sample text for document 5316,Category_C
5317,This is a sample text for document 5317,Category_C
5318,This is a sample text for document 5318,Category_D
5319,This is a sample text for document 5319,Category_B
5320,This is a sample text for document 5320,Category_C
5321,This is a sample text for document 5321,Category_F
5322,This is a sample text for document 5322,Category_F
5323,This is a sample text for document 5323,Category_C
5324,This is a sample text for document 5324,Category_B
5325,This is a sample text for document 5325,Category_F
5326,This is a sample text for document 5326,Category_A
5327,This is a sample text for document 5327,Category_A
5328,This is a sample text for document 5328,Category_E
5329,This is a sample text for document 5329,Category_G
5330,This is a sample text for document 5330,Category_G
5331,This is a sample text for document 5331,Category_A
5332,This is a sample text for document 5332,Category_B
5333,This is a sample text for document 5333,Category_G
5334,This is a sample text for document 5334,Category_F
5335,This is a sample text for document 5335,Category_F
5336,This is a sample text for document 5336,Category_G
5337,This is a sample text for document 5337,Category_G
5338,This is a sample text for document 5338,Category_C
5339,This is a sample text for document 5339,Category_C
5340,This is a sample text for document 5340,Category_G
5341,This is a sample text for document 5341,Category_G
5342,This is a sample text for document 5342,Category_D
5343,This is a sample text for document 5343,Category_F
5344,This is a sample text for document 5344,Category_F
5345,This is a sample text for document 5345,Category_A
5346,This is a sample text for document 5346,Category_C
5347,This is a sample text for document 5347,Category_B
5348,This is a sample text for document 5348,Category_C
5349,This is a sample text for document 5349,Category_E
5350,This is a sample text for document 5350,Category_B
5351,This is a sample text for document 5351,Category_B
5352,This is a sample text for document 5352,Category_G
5353,This is a sample text for document 5353,Category_E
5354,This is a sample text for document 5354,Category_F
5355,This is a sample text for document 5355,Category_A
5356,This is a sample text for document 5356,Category_E
5357,This is a sample text for document 5357,Category_C
5358,This is a sample text for document 5358,Category_A
5359,This is a sample text for document 5359,Category_F
5360,This is a sample text for document 5360,Category_A
5361,This is a sample text for document 5361,Category_D
5362,This is a sample text for document 5362,Category_F
5363,This is a sample text for document 5363,Category_C
5364,This is a sample text for document 5364,Category_C
5365,This is a sample text for document 5365,Category_A
5366,This is a sample text for document 5366,Category_G
5367,This is a sample text for document 5367,Category_F
5368,This is a sample text for document 5368,Category_C
5369,This is a sample text for document 5369,Category_G
5370,This is a sample text for document 5370,Category_C
5371,This is a sample text for document 5371,Category_B
5372,This is a sample text for document 5372,Category_F
5373,This is a sample text for document 5373,Category_A
5374,This is a sample text for document 5374,Category_D
5375,This is a sample text for document 5375,Category_B
5376,This is a sample text for document 5376,Category_B
5377,This is a sample text for document 5377,Category_F
5378,This is a sample text for document 5378,Category_A
5379,This is a sample text for document 5379,Category_D
5380,This is a sample text for document 5380,Category_B
5381,This is a sample text for document 5381,Category_A
5382,This is a sample text for document 5382,Category_D
5383,This is a sample text for document 5383,Category_D
5384,This is a sample text for document 5384,Category_E
5385,This is a sample text for document 5385,Category_B
5386,This is a sample text for document 5386,Category_D
5387,This is a sample text for document 5387,Category_B
5388,This is a sample text for document 5388,Category_F
5389,This is a sample text for document 5389,Category_F
5390,This is a sample text for document 5390,Category_B
5391,This is a sample text for document 5391,Category_D
5392,This is a sample text for document 5392,Category_A
5393,This is a sample text for document 5393,Category_G
5394,This is a sample text for document 5394,Category_D
5395,This is a sample text for document 5395,Category_D
5396,This is a sample text for document 5396,Category_G
5397,This is a sample text for document 5397,Category_A
5398,This is a sample text for document 5398,Category_A
5399,This is a sample text for document 5399,Category_C
5400,This is a sample text for document 5400,Category_B
5401,This is a sample text for document 5401,Category_C
5402,This is a sample text for document 5402,Category_F
5403,This is a sample text for document 5403,Category_D
5404,This is a sample text for document 5404,Category_D
5405,This is a sample text for document 5405,Category_G
5406,This is a sample text for document 5406,Category_A
5407,This is a sample text for document 5407,Category_G
5408,This is a sample text for document 5408,Category_B
5409,This is a sample text for document 5409,Category_F
5410,This is a sample text for document 5410,Category_B
5411,This is a sample text for document 5411,Category_D
5412,This is a sample text for document 5412,Category_B
5413,This is a sample text for document 5413,Category_G
5414,This is a sample text for document 5414,Category_F
5415,This is a sample text for document 5415,Category_E
5416,This is a sample text for document 5416,Category_G
5417,This is a sample text for document 5417,Category_G
5418,This is a sample text for document 5418,Category_E
5419,This is a sample text for document 5419,Category_G
5420,This is a sample text for document 5420,Category_D
5421,This is a sample text for document 5421,Category_A
5422,This is a sample text for document 5422,Category_C
5423,This is a sample text for document 5423,Category_G
5424,This is a sample text for document 5424,Category_G
5425,This is a sample text for document 5425,Category_A
5426,This is a sample text for document 5426,Category_G
5427,This is a sample text for document 5427,Category_A
5428,This is a sample text for document 5428,Category_A
5429,This is a sample text for document 5429,Category_G
5430,This is a sample text for document 5430,Category_B
5431,This is a sample text for document 5431,Category_F
5432,This is a sample text for document 5432,Category_F
5433,This is a sample text for document 5433,Category_C
5434,This is a sample text for document 5434,Category_D
5435,This is a sample text for document 5435,Category_C
5436,This is a sample text for document 5436,Category_D
5437,This is a sample text for document 5437,Category_C
5438,This is a sample text for document 5438,Category_B
5439,This is a sample text for document 5439,Category_E
5440,This is a sample text for document 5440,Category_B
5441,This is a sample text for document 5441,Category_G
5442,This is a sample text for document 5442,Category_C
5443,This is a sample text for document 5443,Category_B
5444,This is a sample text for document 5444,Category_C
5445,This is a sample text for document 5445,Category_G
5446,This is a sample text for document 5446,Category_C
5447,This is a sample text for document 5447,Category_C
5448,This is a sample text for document 5448,Category_E
5449,This is a sample text for document 5449,Category_A
5450,This is a sample text for document 5450,Category_G
5451,This is a sample text for document 5451,Category_G
5452,This is a sample text for document 5452,Category_E
5453,This is a sample text for document 5453,Category_G
5454,This is a sample text for document 5454,Category_F
5455,This is a sample text for document 5455,Category_A
5456,This is a sample text for document 5456,Category_G
5457,This is a sample text for document 5457,Category_C
5458,This is a sample text for document 5458,Category_B
5459,This is a sample text for document 5459,Category_B
5460,This is a sample text for document 5460,Category_D
5461,This is a sample text for document 5461,Category_G
5462,This is a sample text for document 5462,Category_D
5463,This is a sample text for document 5463,Category_F
5464,This is a sample text for document 5464,Category_F
5465,This is a sample text for document 5465,Category_E
5466,This is a sample text for document 5466,Category_C
5467,This is a sample text for document 5467,Category_A
5468,This is a sample text for document 5468,Category_E
5469,This is a sample text for document 5469,Category_D
5470,This is a sample text for document 5470,Category_B
5471,This is a sample text for document 5471,Category_D
5472,This is a sample text for document 5472,Category_D
5473,This is a sample text for document 5473,Category_B
5474,This is a sample text for document 5474,Category_F
5475,This is a sample text for document 5475,Category_B
5476,This is a sample text for document 5476,Category_A
5477,This is a sample text for document 5477,Category_A
5478,This is a sample text for document 5478,Category_D
5479,This is a sample text for document 5479,Category_A
5480,This is a sample text for document 5480,Category_B
5481,This is a sample text for document 5481,Category_A
5482,This is a sample text for document 5482,Category_A
5483,This is a sample text for document 5483,Category_F
5484,This is a sample text for document 5484,Category_G
5485,This is a sample text for document 5485,Category_G
5486,This is a sample text for document 5486,Category_E
5487,This is a sample text for document 5487,Category_E
5488,This is a sample text for document 5488,Category_G
5489,This is a sample text for document 5489,Category_G
5490,This is a sample text for document 5490,Category_B
5491,This is a sample text for document 5491,Category_F
5492,This is a sample text for document 5492,Category_G
5493,This is a sample text for document 5493,Category_C
5494,This is a sample text for document 5494,Category_E
5495,This is a sample text for document 5495,Category_F
5496,This is a sample text for document 5496,Category_D
5497,This is a sample text for document 5497,Category_C
5498,This is a sample text for document 5498,Category_B
5499,This is a sample text for document 5499,Category_E
5500,This is a sample text for document 5500,Category_G
5501,This is a sample text for document 5501,Category_A
5502,This is a sample text for document 5502,Category_F
5503,This is a sample text for document 5503,Category_E
5504,This is a sample text for document 5504,Category_G
5505,This is a sample text for document 5505,Category_B
5506,This is a sample text for document 5506,Category_F
5507,This is a sample text for document 5507,Category_E
5508,This is a sample text for document 5508,Category_C
5509,This is a sample text for document 5509,Category_G
5510,This is a sample text for document 5510,Category_D
5511,This is a sample text for document 5511,Category_A
5512,This is a sample text for document 5512,Category_G
5513,This is a sample text for document 5513,Category_C
5514,This is a sample text for document 5514,Category_E
5515,This is a sample text for document 5515,Category_B
5516,This is a sample text for document 5516,Category_G
5517,This is a sample text for document 5517,Category_E
5518,This is a sample text for document 5518,Category_D
5519,This is a sample text for document 5519,Category_G
5520,This is a sample text for document 5520,Category_A
5521,This is a sample text for document 5521,Category_D
5522,This is a sample text for document 5522,Category_G
5523,This is a sample text for document 5523,Category_A
5524,This is a sample text for document 5524,Category_B
5525,This is a sample text for document 5525,Category_C
5526,This is a sample text for document 5526,Category_C
5527,This is a sample text for document 5527,Category_F
5528,This is a sample text for document 5528,Category_F
5529,This is a sample text for document 5529,Category_B
5530,This is a sample text for document 5530,Category_F
5531,This is a sample text for document 5531,Category_E
5532,This is a sample text for document 5532,Category_A
5533,This is a sample text for document 5533,Category_F
5534,This is a sample text for document 5534,Category_E
5535,This is a sample text for document 5535,Category_E
5536,This is a sample text for document 5536,Category_B
5537,This is a sample text for document 5537,Category_E
5538,This is a sample text for document 5538,Category_C
5539,This is a sample text for document 5539,Category_F
5540,This is a sample text for document 5540,Category_C
5541,This is a sample text for document 5541,Category_A
5542,This is a sample text for document 5542,Category_B
5543,This is a sample text for document 5543,Category_F
5544,This is a sample text for document 5544,Category_G
5545,This is a sample text for document 5545,Category_B
5546,This is a sample text for document 5546,Category_C
5547,This is a sample text for document 5547,Category_B
5548,This is a sample text for document 5548,Category_D
5549,This is a sample text for document 5549,Category_A
5550,This is a sample text for document 5550,Category_B
5551,This is a sample text for document 5551,Category_G
5552,This is a sample text for document 5552,Category_E
5553,This is a sample text for document 5553,Category_E
5554,This is a sample text for document 5554,Category_D
5555,This is a sample text for document 5555,Category_A
5556,This is a sample text for document 5556,Category_D
5557,This is a sample text for document 5557,Category_E
5558,This is a sample text for document 5558,Category_G
5559,This is a sample text for document 5559,Category_G
5560,This is a sample text for document 5560,Category_B
5561,This is a sample text for document 5561,Category_C
5562,This is a sample text for document 5562,Category_F
5563,This is a sample text for document 5563,Category_C
5564,This is a sample text for document 5564,Category_C
5565,This is a sample text for document 5565,Category_F
5566,This is a sample text for document 5566,Category_G
5567,This is a sample text for document 5567,Category_D
5568,This is a sample text for document 5568,Category_B
5569,This is a sample text for document 5569,Category_B
5570,This is a sample text for document 5570,Category_D
5571,This is a sample text for document 5571,Category_D
5572,This is a sample text for document 5572,Category_E
5573,This is a sample text for document 5573,Category_C
5574,This is a sample text for document 5574,Category_F
5575,This is a sample text for document 5575,Category_C
5576,This is a sample text for document 5576,Category_G
5577,This is a sample text for document 5577,Category_E
5578,This is a sample text for document 5578,Category_B
5579,This is a sample text for document 5579,Category_F
5580,This is a sample text for document 5580,Category_F
5581,This is a sample text for document 5581,Category_G
5582,This is a sample text for document 5582,Category_F
5583,This is a sample text for document 5583,Category_D
5584,This is a sample text for document 5584,Category_B
5585,This is a sample text for document 5585,Category_E
5586,This is a sample text for document 5586,Category_F
5587,This is a sample text for document 5587,Category_B
5588,This is a sample text for document 5588,Category_C
5589,This is a sample text for document 5589,Category_D
5590,This is a sample text for document 5590,Category_C
5591,This is a sample text for document 5591,Category_A
5592,This is a sample text for document 5592,Category_B
5593,This is a sample text for document 5593,Category_C
5594,This is a sample text for document 5594,Category_C
5595,This is a sample text for document 5595,Category_C
5596,This is a sample text for document 5596,Category_G
5597,This is a sample text for document 5597,Category_D
5598,This is a sample text for document 5598,Category_F
5599,This is a sample text for document 5599,Category_B
5600,This is a sample text for document 5600,Category_E
5601,This is a sample text for document 5601,Category_G
5602,This is a sample text for document 5602,Category_A
5603,This is a sample text for document 5603,Category_B
5604,This is a sample text for document 5604,Category_F
5605,This is a sample text for document 5605,Category_E
5606,This is a sample text for document 5606,Category_F
5607,This is a sample text for document 5607,Category_B
5608,This is a sample text for document 5608,Category_E
5609,This is a sample text for document 5609,Category_D
5610,This is a sample text for document 5610,Category_F
5611,This is a sample text for document 5611,Category_A
5612,This is a sample text for document 5612,Category_D
5613,This is a sample text for document 5613,Category_E
5614,This is a sample text for document 5614,Category_E
5615,This is a sample text for document 5615,Category_G
5616,This is a sample text for document 5616,Category_A
5617,This is a sample text for document 5617,Category_E
5618,This is a sample text for document 5618,Category_F
5619,This is a sample text for document 5619,Category_B
5620,This is a sample text for document 5620,Category_E
5621,This is a sample text for document 5621,Category_A
5622,This is a sample text for document 5622,Category_G
5623,This is a sample text for document 5623,Category_D
5624,This is a sample text for document 5624,Category_C
5625,This is a sample text for document 5625,Category_D
5626,This is a sample text for document 5626,Category_A
5627,This is a sample text for document 5627,Category_D
5628,This is a sample text for document 5628,Category_D
5629,This is a sample text for document 5629,Category_F
5630,This is a sample text for document 5630,Category_B
5631,This is a sample text for document 5631,Category_C
5632,This is a sample text for document 5632,Category_B
5633,This is a sample text for document 5633,Category_F
5634,This is a sample text for document 5634,Category_E
5635,This is a sample text for document 5635,Category_E
5636,This is a sample text for document 5636,Category_C
5637,This is a sample text for document 5637,Category_C
5638,This is a sample text for document 5638,Category_D
5639,This is a sample text for document 5639,Category_B
5640,This is a sample text for document 5640,Category_C
5641,This is a sample text for document 5641,Category_F
5642,This is a sample text for document 5642,Category_G
5643,This is a sample text for document 5643,Category_B
5644,This is a sample text for document 5644,Category_F
5645,This is a sample text for document 5645,Category_A
5646,This is a sample text for document 5646,Category_E
5647,This is a sample text for document 5647,Category_B
5648,This is a sample text for document 5648,Category_B
5649,This is a sample text for document 5649,Category_A
5650,This is a sample text for document 5650,Category_E
5651,This is a sample text for document 5651,Category_B
5652,This is a sample text for document 5652,Category_F
5653,This is a sample text for document 5653,Category_F
5654,This is a sample text for document 5654,Category_D
5655,This is a sample text for document 5655,Category_D
5656,This is a sample text for document 5656,Category_E
5657,This is a sample text for document 5657,Category_C
5658,This is a sample text for document 5658,Category_A
5659,This is a sample text for document 5659,Category_B
5660,This is a sample text for document 5660,Category_D
5661,This is a sample text for document 5661,Category_D
5662,This is a sample text for document 5662,Category_A
5663,This is a sample text for document 5663,Category_F
5664,This is a sample text for document 5664,Category_B
5665,This is a sample text for document 5665,Category_A
5666,This is a sample text for document 5666,Category_B
5667,This is a sample text for document 5667,Category_C
5668,This is a sample text for document 5668,Category_E
5669,This is a sample text for document 5669,Category_E
5670,This is a sample text for document 5670,Category_E
5671,This is a sample text for document 5671,Category_F
5672,This is a sample text for document 5672,Category_G
5673,This is a sample text for document 5673,Category_A
5674,This is a sample text for document 5674,Category_C
5675,This is a sample text for document 5675,Category_A
5676,This is a sample text for document 5676,Category_C
5677,This is a sample text for document 5677,Category_A
5678,This is a sample text for document 5678,Category_G
5679,This is a sample text for document 5679,Category_C
5680,This is a sample text for document 5680,Category_E
5681,This is a sample text for document 5681,Category_F
5682,This is a sample text for document 5682,Category_D
5683,This is a sample text for document 5683,Category_E
5684,This is a sample text for document 5684,Category_B
5685,This is a sample text for document 5685,Category_G
5686,This is a sample text for document 5686,Category_B
5687,This is a sample text for document 5687,Category_E
5688,This is a sample text for document 5688,Category_F
5689,This is a sample text for document 5689,Category_E
5690,This is a sample text for document 5690,Category_D
5691,This is a sample text for document 5691,Category_G
5692,This is a sample text for document 5692,Category_E
